"ID","Nom","Type","Deplacement","TypeDeplacement","PointsArmee","TauxProduction","TypeProduction","Evolution","ConditionPour","Nation","Pic","CargMat","CargMil","CargCiv","Detection","Discretion","Camouflage","Domaines","DomainesAttaq","Portee","Precision","Esquive","Couverture","PuissanceOff","PuissanceDef","Armure","Resistance","Rapidite","Moral","Loyaute","TauxProductionSec","TypeProductionSec","CargMV","ArretMarchand","AjustType","AjustTaux","CoutDricks","CoutUnitType","CoutUnitQ","CoutResType1","CoutResQ1","CoutResType2","CoutResQ2","CoutResType3","CoutResQ3","UnitProduite","Flag","Natures","NaturesAttaq","MaxPetitesCibles","Robustesse","ServantType","ServantMin","Attitude","NombrePourRencontres","TirEmbarque","RessourcesProduites1","RessourcesProduites2","UniteRequise","ProductionTypeUnite","ProductionNbrUnite","TempsDeConstruction","EnConstruction","RessourcesRecoltees","TauxRecolte","UniteRequise2","UniteRequise3","AjustRecolteUnite","AjustRecolteTaux","Medecine","CompetenceSpeciale","CompetenceTaux","ChefDeChantier","Terraform","SousType","DemantelerPour","Help","Disette","SousTypeCreatures","Sanitaire","Population","TechnoProhib","ProductionMaxUnite","EquivalentPaysan","AAbattre","ACouvrir","PonteAleatoire","EffetArmures","DegatsMorts","Imparable","TechnoAssoc","LogTypeProhib","UnitExistReq","NomVisible","RencontreAvec","NoteDeConstruction","PonteClassique","Irrigation","PersonnelMinimum","RealPOP","AEpargner","Producteur","LairType","EntretienRes","EntretienQuant","Formation","UniteRequise4","CoutResType4","CoutResQ4","EntretienMaj","PicNV","Endurance","Regime","PicType"
"341","Ecuyer","Soldat","8","MCCheval","2","","Feod","","","","Ecuyer.png","0","0","","65","20","0","Terrestre","Terrestre","1","25","20","0","3","4","15","9","7","0","55","","","","","","","3","Manants","3","Cuir","3","Metal","9","Vegetaux","18","12","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Defense","","yes","","","Lice des valeureux","","","3","20160224012318","","","","","","","","","","","","","","","","Cavalier","","","","","","Conscrits","","","Double","Moitier","","","BS_PR","","","","","","","","5","1","1","","","","","","","","","","35","Mixte",""
"342","Lice des valeureux","Batiment_Militaire","0","","16","15","Feod","Aucun","","","liceval.jpg","0","0","","65","0","5","Terrestre","","","","0","0","","","40","150","","0","100","","","","","_Endu1_","20","45","Ecuyer","9","Chevrons de construction","9","Pierre","18","Encens","6","1","Bld","Mecanique","","","","","","Inoffensif","","no","Moral","","Chevalier errant","Chevalier errant","1","14","20160729211032","","","Chevalier","Templiers","","","","","","","","Camp","","","","","","Unique","Necromancie","yes","","","","","","","","","BS","01_Temple","","","","","","","140","120","120","","Vegetaux","3","","","Gemmes","3","10","","100","Mixte",""
"343","Chevalier errant","Soldat","9","MCCheval","76","","Feod","","","","chevaliererrant.jpg","0","0","","65","20","0","Terrestre","Terrestre","1","50","35","0","8","8","40","27","9","1","75","","","","","_Endu1_","10","12","Ecuyer","3","Acier","3","Bois","1","Cereales","9","3","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","","yes","","","Lice des valeureux","Ecuyer","6","14","20160224012318","","","","","","","","","","","","","","","","Cavalier","","","","yes","","","","","","Moitier","","","BS_PR","","","","","","","","6","9","9","","","","","","Cuir","3","","","50","Mixte",""
"344","Cultiste","Civil","5","MCFanLeger","3","","Pacte","","","","Cultiste.jpg","0","0","","65","50","10","Terrestre","Terrestre","1","20","20","10","3","6","5","10","7","1","70","","","","","","","2","Esclave","1","Pierres de vie","1","Nourriture","10","Moral","5","5","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Chasse_Faibles","","yes","","","Temple profané","Cultiste (v)","18","3","20160313121229","_Cadavres frais_","2","Gargouilles","","","","","","","","","","","","","Pacte","","","","","","","","","Double","Moitier","","","","","","","","","","Autel sacrificiel","3","1","3","","","","","","","","","","60","Omnivore",""
"345","Temple profané","Batiment_Militaire","0","","355","1","Theo_Pacte","","","","Templeprof.jpg","0","0","","0","0","40","Terrestre","Terrestre_Marin_Volant","4","35","-25","15","8","8","50","600","0","0","100","33%","","","","_Rapi1_Couv2_","30","25","Cultiste","25","Pierres de vie","35","Pierre","100","Encens","3","1","Bld","Batiment","Vivant_Monstre_Magique","1","","","","Inoffensif","","no","Encens","Poupee de Ramauk","Autel sacrificiel","Apostat","1","28","20160629142932","","","","","","","","Confusion","20","","","","Ruines","","","Pacte","","","Bardes","yes","","","","","Double","Moitier","paralysation","_Capitaine_Mercenaire_Milicien_Marchand_Espion_Eclaireur_Saltimbanque_Brigand","","","","","","","","Autel sacrificiel","150","158","158","","","","","","Moral","50","","","75","Omnivore",""
"346","Voleur","Civil","6","MCEclaireurs","2","-1","Plouto","_Brigand_Saltimbanque_Eclaireur_Espion_Marchand_Mercenaire_Capitaine","","","Voleur.jpg","0","0","","75","90","20","Terrestre","Terrestre","1","25","35","20","3","3","0","8","8","0","15","","","","","","","2","Hors la loi","4","Tissu","1","Gemmes","1","Metal","2","4","Spy","Vivant","Vivant_Monstre_Mort","1","","Brigand","","Defense","","yes","Moral","","Chef de bande","","","7","20160224012642","","","Bras droit","Voleur","","","","Vol","30","","","","","","","Hors-la-loi_HLL","","","","","","","yes","","Double","Moitier","","_Milicien","","","Variable","","","","","","3","4","4","","","","","","","","","Mendiant1.jpg","25","Omnivore",""
"347","Mausolée maudit","Batiment_Militaire","0","","194","","Necro","","","","maumau.jpg","0","0","","50","0","50","Terrestre","Terrestre_Marin_Volant","3","30","0","10","5","5","50","220","0","0","100","","","","","_PMor10_","10","","Crypte","1","Cadavres frais","12","Pierres de vie","12","Gemmes","6","1","Bld","Batiment","Vivant_Monstre","1","","","","Inoffensif","","no","","","Squelettes","Squelettes","x4","21","20160629142932","","","","","","","","","","","","Necromancie","","","","","-25","","Bardes","yes","","","","","Ignore","","","_Capitaine_Mercenaire_Milicien_Marchand_Espion_Eclaireur_Saltimbanque","","01_Ossuaire","","","","","","Tumulus","150","122","122","","Pierres de vie","1","","","Pierre","20","3","","100","Charognard",""
"348","Waarg","Soldat","7","MCEclaireurs","43","","Dress","","","","warg2.jpg","0","0","","65","25","0","Terrestre","Terrestre","1","40","35","8","8","6","15","25","8","0","40","","","","","","","5","Gobelins","10","Cadavres frais","5","Viande","10","Moral","20","5","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","9","no","","","Grotte gobeline","","","7","20160224040033","","","","","","","","Berserk","3","","","","","","","PVOrcGob","","Rencontre","","","","Loups","","","","Tiers","vision","","OR","","","Waarg (v)","","","","","2","5","7","Tanière","","","","","","","","","40","Charognard",""
"349","Boulangerie","Batiment","0","","0","12","Artisan_Agri","","","","boulanger.jpg","0","0","","50","0","-25","Terrestre","","","0","-25","0","0","0","40","100","0","0","100","","","","","","","5","Manants","1","Grain","25","Pierre","6","Chevrons de construction","2","1","Bld","Mecanique","","","","","","Inoffensif","","no","Pain","","Moulin","Mendiant","6","7","20160629140041","","","Moulin à eau","Boulangerie","","","","","","","","Viande","Batiment delabre","","","","","","","yes","","","","","","","","","","","","","","","","","10","22","22","","","","","Boulanger","Charbon","4","","","100","Omnivore",""
"350","Canal (plaines)","Batiment","0","","0","","Construct","","_Farmland_Grassland_Grazing_Moss_Light Forest_Cactus_Marsh_Swamp_Desert_Dead Fields_","","Canal.jpg","0","0","","0","0","0","","","","0","-25","0","0","0","0","1000","0","0","","","","","","","","10","Travaux","1","Pierre","70","Chevrons de construction","7","Engrenages","2","1","Bld","","","","","","","Inoffensif","","","","","Ingénieur","","","0","20160129223442","","","Unité de génie","","","","","","","","River","Navigation","Impossible","","","","","","","","","","","","","","","","","","","","","","","","0","68","68","","","","","","","","","","","Omnivore",""
"351","Amirauté","Batiment_FDC","0","","73","","Navig","","_River_","","Amiraute.jpg","0","0","","75","0","5","Terrestre","","","0","-25","25","0","0","60","600","0","0","100","","","_Capitaine","","_Rapi1_Endu1_","20","60","Général","1","Pierre","120","Perles","30","Papier","15","1","Bld","Batiment","","0","","","","Inoffensif","","no","","","Atoll artificiel","Timonier","1","42","20160629142932","","","Chantier naval mécanisé","Amirauté","Pêcheur","3","","","","","","Navigation","Ruines","Cette unité fait apparaître sur la carte les navires étrangers se trouvant sur des territoires &quot;mer&quot; cartographiés, et ce partout dans le monde.","","","","","","yes","","","","","","","","_Brigand_Saltimbanque_Eclaireur_Espion_Marchand_Milicien_Mercenaire","","02_Port","","","L&apos;amirauté ne peut être construite que sur une rivière.","","","","570","382","382","","Papier","6","","","Spiritueux","6","","","100","Omnivore",""
"352","Cartographe","Soldat","12","MCFanLeger","3","","Navig","","","","cartograve.jpg","0","0","","85","25","0","Terrestre","Terrestre_Marin","1","20","25","6","3","3","15","12","5","0","45","","","_Capitaine","","_Depl10_","10","10","Marin","3","Papier","5","Engrenages","1","Perles","2","1","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","1","yes","","","Amirauté","","","14","20160301133654","","","Villa","Institut des sciences","","","","","","","","Navigation","","","","Marin","","","","","","Marins","yes","","","Moitier","","","","","","","","yes","","","4","44","44","","","","Villa","Université","","","","","50","Omnivore",""
"353","Capitaine de navire","Soldat","6","MCBatMix","179","","Navig","","","","flibu.jpg","0","0","","90","25","0","Terrestre_Sp","Terrestre_Marin_Volant","3","55","40","8","6","7","30","18","9","2","75","","","_Capitaine","","_Rapi3_Loya2_Depl35_PDef50_","75","9","Aspirant","4","Papier","2","Perles","1","Spiritueux","3","1","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","yes","","","Amirauté","","","21","20160303140357","","","Caravelle","Galion","","","","","","yes","","","","Cette unité fait apparaître sur la carte les navires étrangers se trouvant sur des territoires &quot;mer&quot; cartographiés, à condition qu&apos;elle soit en mer.","","Marin_Archer_Chef","","","","","","","yes","","Moitier","Moitier","","","","","","","","","","","10","50","50","","","","Villa","","Cigares de Mikaron","1","","","85","Omnivore",""
"354","Marchand","Civil","5","MCFanLeger","6","1","Plouto","","","","Marchand.png","0","0","","55","25","0","Terrestre_Sp","Terrestre","1","20","25","6","3","4","5","10","4","0","30","1","","_Marchand","","_Endu1_Depl10_","10","20","Paysan","1","Encens","3","Epices","3","Gemmes","3","1","Pce","Vivant","Vivant_Monstre_Mort_Mecanique","1","","Marchand","","Inoffensif","","yes","Viande","Grain","Marchand","Escorteur marchand","2","3","20160827195012","","","","","","","","Quotas","Caravanes75","yes","","Commerce","","Le marchand parcours les villes et les villages à la recherche de produits commerciaux qu&apos;il échange ensuite en générant des bénéfices.Sa présence au sein d&apos;une caravane apporte loyauté et déplacement aux unités qui l&apos;escortent.","","","","","","","","","yes","","Double","Moitier","","","","","","","","","","","10","107","107","","","","","","Perles","3","","","50","Omnivore",""
"355","Boquillon","Civil","5","MCFanLeger","3","","Chasse_Construct","","","","","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","10","4","4","5","12","4","0","25","","","","","","","1","Serf","1","Nourriture","3","Moral","6","","","3","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","","","","","Réserve","","","1","20160224015349","_Bois_Vegetaux_Pierre_","2","Boquillon","","","","","","","","","Bois","Gueux","","","Recolteurs","","Citoyen","","","","","yes","","Double","Moitier","","","","","","","","","","","7","5","5","","","","","","","","","","35","Omnivore",""
"356","Charbonnier","Civil","5","MCFanLeger","2","","Indus","","","","","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","6","3","4","5","10","4","0","25","","","","","","","1","Paysan","1","Nourriture","3","Metal","1","Bois","3","3","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","","","","","Réserve","Charbonnier","30","1","20160224015349","_Charbon_","5","Charbonnier","","","","","","","","","Mines","Gueux","","","Recolteurs","","Citoyen","","","","","yes","","Double","Moitier","","","","","","","","","","","8","7","7","","","","","","Moral","6","","","40","Omnivore",""
"357","Rafleurs","Soldat","5","MCFanLeger","6","","Esclav","","","","","0","0","","65","75","20","Terrestre","Terrestre_Marin","1","30","25","10","4","5","5","12","5","0","30","","","","","","","3","Marin","6","Moral","12","Cadavres frais","3","Nourriture","6","6","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","1","","Multi","","Chasse_Faibles","","yes","","","Rafleurs","","","7","20160224012642","","","Bastion de Brigands","Villa","","","","Capture","30","","","","","","","Marin_Hors-la-loi_HLL","","","","","","Marins","","","Double","Tiers","","","","","Variable_LowClass","","","","","","2","3","3","","","","","","","","","","45","Omnivore",""
"358","Atoll artificiel","Navire","2","MCBateau","0","15","Plouto_Navig","","_Sea_Ocean_Reefs_","","Atoll artificel.jpg","1000","2000","_Marchand_Capitaine","85","-25","-30","Terrestre_Marin","","","0","-25","5","0","0","25","750","0","0","50","5","","","25_4","_Couv1_","4","90","Constructeur naval","6","Bois","40","Chevrons de construction","25","Voile","15","1","Bld","Mecanique","","","","","","Inoffensif","","no","Poissons","Dricks","Cité engloutie","Pirate","1","42","20160629142932","_Perles_","6","Cimetière marin","Bourg de corsaires","Pêcheur","1","15","Quotas","Caravanes100","yes","","Navigation","","Cette unité fait apparaître sur la carte les navires étrangers se trouvant sur des territoires &quot;mer&quot; cartographiés, à condition qu&apos;elle soit en mer.","","","","ReparationNavires","","yes","","","","","","","","","","01_Cité engloutie","","","L&apos;atoll artificiel doit être construit en mer.","","","","300","257","257","","Chevrons de construction","4","","Atoll artificiel","","","","","30","Omnivore",""
"359","Pyramide d&apos;Onyx","Batiment_Militaire_FDC","0","","778","2","Theo_Necro","Aucun","","Momies","onyx.jpg","1000","0","","50","0","-50","Terrestre","Terrestre_Marin_Volant","2","65","0","0","50","70","95","10000","4","0","100","10","250","","","_PDef10_","40","200","Esclave","20","Pierre","1000","Pierres de vie","50","Gemmes","30","1","Bld","Batiment","Vivant_Monstre_Mecanique_Magique","15","","","","Inoffensif","","no","Encens","Pierres de vie","Momies","Momies","x3","98","20160629142932","","","","","Zombie","3","","Quotas","CadavresPDV300","yes","","Necromancie","Impossible (ok)","","2","","","CombatGN","Bardes","yes","","","","","Double","","yes","","","01_Seigneur Liche","","","","","","Tumulus","820","885","885","","Cadavres frais","2","","","Moral","200","2","","100","Charognard",""
"360","Orpailleur","Civil","5","MCFanLeger","2","","Plouto_Indus","","","","orpailleur.jpg","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","10","3","4","5","10","4","0","25","","","","","","","5","Paysan","1","Bois","3","Metal","2","Nourriture","3","1","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","","","","","Réserve","Orpailleur","30","2","20160224015349","_Dricks_Gemmes_Pierres de vie_","6","Orpailleur","","","","","","","","","Mines","Manants","","","Recolteurs","","Citoyen","","","","","yes","","Double","Moitier","","","","","","","","","","","25","24","24","","","","","","","","","","25","Omnivore",""
"361","Mission","Creature","0","","","","","","","","","0","0","","0","50","0","","","","0","0","0","0","0","100","10","0","0","100","","","","","","","","","","Hasgardos","","","","","","1","Pce","Batiment","","","","","","Inoffensif","","no","","","","","","0","20160224015349","","","","","","","","","","","","Divers","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","100","Omnivore",""
"362","Arbalètrier (v)","Soldat","5","MCFanLeger","61","","Att_Def","","","","newarba.jpg","0","0","","75","25","0","Terrestre","Terrestre_Marin_Volant","3","62","42","12","6","7","25","18","6","1","60","","","","","","","6","Arbalètrier","18","Cuir vivant","1","","","","","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Motte castrale","","","4","20160225171806","","","","","","","","","","","","","","","","Archer","","","","","","Soldats","","","Moitier","Moitier","","","BS","01_Collège d&apos;artisans","","","","","","","2","4","4","","","","","","","","","","60","Omnivore",""
"363","Archer (v)","Soldat","6","MCFanLeger","25","","Def_Chasse","","","","newlongbow.jpg","0","0","","75","30","0","Terrestre","Terrestre_Marin_Volant","3","50","40","12","4","6","15","15","8","1","50","","","","","","","3","Archer","9","Acier","1","Runes de givre","1","","","9","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Prêtre","","","2","20160225171806","","","Tisseur","Mystique","","","","","","","","","","","","Archer","","","","","","Soldats","","","","Tiers","","","BS_BA_OR_NA","01_Motte castrale","","","","","","","2","3","3","","","","","","","","","","55","Omnivore",""
"364","Arquebusier (v)","Soldat","5","MCFanLeger","106","","Techno_Def","","","","arquebu.jpg","0","0","","75","25","0","Terrestre","Terrestre_Marin_Volant","3","67","45","15","7","8","35","22","7","1","65","","","","","","","","","","","","","","","","15","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Experience","","","","20160413161856","","","","","","","","","","","","","","","","Archer","","","","","","","","","Moitier","","","","BS","","","","","","","","2","","","","","","","","","","","","75","Omnivore",""
